firstavg5,secondavg30,thirdavg100,forthavg200
7643,7815,7826,7717
7631,7836,7828,7719
7613,7852,7832,7721
7604,7870,7836,7723
7634,7899,7842,7726
7674,7924,7847,7729
7697,7944,7850,7732
7718,7964,7853,7734
7707,7986,7854,7737
7747,8012,7855,7739
7762,8029,7853,7742
7770,8044,7851,7744
7762,8056,7849,7746
7773,8064,7848,7749
7755,8066,7846,7751
7739,8057,7846,7753
7745,8048,7845,7755
7768,8046,7844,7757
7821,8043,7843,7760
7877,8036,7842,7763
7935,8024,7838,7765
7981,8013,7832,7766
8026,8001,7826,7767
8076,7976,7817,7769
8113,7948,7808,7770
8139,7919,7800,7770
8192,7894,7792,7769
8225,7871,7784,7769
8240,7850,7775,7769
8272,7829,7764,7769
8298,7806,7756,7769
8277,7774,7746,7769
8285,7745,7734,7769
8303,7721,7723,7770
8309,7697,7710,7770
8301,7674,7699,7770
8301,7651,7689,7771
8268,7629,7680,7771
8173,7609,7671,7771
8073,7589,7663,7771
7930,7573,7654,7772
7794,7557,7647,7774
7707,7545,7640,7775
7644,7537,7635,7778
7576,7532,7631,7781
7539,7541,7629,7784
7532,7552,7627,7788
7494,7557,7623,7791
7418,7565,7618,7794
7347,7574,7614,7798
7304,7589,7612,7803
7267,7599,7610,7807
7250,7612,7610,7811
7321,7637,7612,7817
7397,7664,7616,7823
7461,7689,7620,7829
7472,7713,7622,7834
7464,7733,7624,7840
7468,7751,7625,7845
7481,7771,7627,7851
7507,7791,7629,7857
7539,7815,7632,7863
7594,7840,7635,7870
7630,7855,7636,7876
7663,7872,7636,7882
7694,7890,7637,7887
7740,7909,7638,7893
7759,7915,7638,7899
7739,7919,7638,7904
7727,7926,7637,7909
7742,7931,7637,7914
7760,7938,7638,7919
7783,7951,7639,7925
7812,7967,7642,7931
7833,7978,7644,7937
7827,7985,7645,7942
7818,7989,7646,7947
7822,7991,7647,7952
7853,7994,7647,7958
7884,7989,7647,7964
7902,7981,7648,7970
7947,7971,7650,7976
7977,7963,7650,7981
8005,7950,7650,7985
8038,7937,7650,7989
8073,7933,7649,7993
8088,7924,7649,7998
8106,7909,7647,8003
8090,7893,7643,8007
8087,7875,7638,8011
8103,7851,7634,8015
8103,7821,7630,8020
8042,7793,7624,8025
8014,7760,7620,8030
7987,7727,7616,8034
7941,7696,7612,8037
7912,7668,7610,8042
7977,7652,7610,8048
8028,7631,7610,8054
8039,7603,7608,8060
8062,7583,7608,8066
8069,7562,7610,8071
8025,7527,7609,8074
7975,7493,7610,8077
7900,7460,7610,8080
7807,7431,7611,8083
7709,7408,7613,8087
7651,7389,7616,8090
7588,7375,7619,8095
7574,7371,7624,8100
7611,7363,7630,8106
7662,7364,7637,8111
7655,7359,7642,8115
7665,7354,7649,8120
7663,7349,7655,8126
7582,7334,7660,8130
7472,7321,7664,8135
7407,7309,7671,8141
7293,7294,7678,8146
7202,7278,7684,8152
7171,7272,7692,8159
7186,7275,7700,8166
7196,7282,7709,8173
7234,7295,7720,8180
7238,7308,7731,8186
7265,7320,7739,8191
7273,7329,7747,8196
7228,7337,7755,8201
7205,7352,7763,8207
7184,7371,7773,8213
7149,7382,7783,8219
7144,7393,7793,8225
7201,7414,7805,8232
7267,7432,7817,8239
7363,7450,7829,8247
7401,7467,7842,8254
7447,7481,7852,8261
7466,7490,7862,8267
7462,7499,7871,8274
7443,7505,7880,8281
7438,7516,7891,8288
7406,7528,7901,8295
7360,7542,7911,8301
7303,7558,7921,8308
7238,7574,7930,8315
7206,7594,7939,8322
7199,7615,7949,8329
7239,7638,7958,8336
7298,7661,7970,8344
7384,7685,7982,8353
7465,7710,7994,8362
7506,7730,8004,8371
7527,7746,8012,8378
7578,7762,8021,8386
7613,7775,8029,8394
7634,7786,8037,8401
7659,7800,8046,8408
7689,7811,8056,8415
7686,7810,8065,8421
7657,7807,8074,8428
7659,7807,8084,8435
7669,7809,8095,8442
7659,7803,8105,8448
7666,7802,8116,8455
7695,7806,8128,8463
7695,7809,8138,8469
7727,7814,8149,8475
7779,7821,8159,8481
7816,7825,8170,8487
7858,7829,8181,8492
7907,7836,8192,8498
7930,7844,8201,8502
7935,7851,8211,8506
7924,7859,8221,8510
7901,7865,8230,8515
7898,7873,8240,8519
7889,7879,8249,8524
7890,7888,8258,8530
7903,7899,8269,8536
7927,7911,8280,8542
7922,7920,8292,8548
7923,7928,8302,8554
7912,7937,8311,8559
7864,7947,8320,8564
7805,7957,8329,8568
7759,7968,8338,8572
7712,7976,8348,8577
7646,7989,8358,8580
7637,8009,8371,8584
7651,8029,8385,8588
7674,8045,8397,8592
7704,8056,8410,8595
7763,8074,8425,8600
7807,8094,8439,8603
7835,8111,8451,8607
7860,8119,8463,8609
7908,8125,8474,8612
7962,8133,8486,8616
8023,8141,8498,8619
8071,8152,8511,8623
8125,8165,8523,8627
8139,8172,8532,8630
8153,8177,8539,8632
8162,8183,8544,8635
8178,8191,8549,8638
8180,8199,8555,8639
8181,8205,8560,8640
8184,8209,8564,8642
8188,8215,8570,8643
8206,8225,8577,8645
8212,8234,8581,8647
8215,8244,8585,8650
8227,8253,8588,8652
8238,8261,8592,8654
8233,8263,8596,8656
8217,8265,8600,8659
8190,8268,8606,8661
8157,8267,8611,8664
8148,8268,8615,8665
8143,8271,8620,8668
8123,8278,8627,8670
8116,8288,8632,8672
8118,8294,8637,8673
8090,8298,8640,8670
8080,8302,8640,8667
8134,8313,8643,8665
8193,8326,8645,8663
8225,8340,8647,8661
8276,8358,8650,8658
8308,8374,8653,8657
8326,8387,8655,8654
8336,8401,8657,8651
8345,8415,8660,8647
8350,8430,8661,8642
8383,8444,8664,8636
8395,8456,8666,8632
8415,8468,8669,8627
8447,8482,8673,8622
8463,8495,8677,8618
8434,8507,8682,8613
8397,8517,8686,8609
8362,8530,8690,8605
8314,8542,8692,8601
8282,8557,8695,8597
8276,8575,8700,8593
8297,8596,8705,8589
8305,8616,8709,8585
8317,8636,8713,8581
8327,8657,8718,8578
8329,8680,8725,8573
8331,8702,8731,8567
8345,8723,8737,8563
8394,8741,8744,8559
8450,8759,8751,8555
8516,8774,8758,8551
8579,8787,8765,8547
8642,8805,8770,8541
8672,8819,8774,8534
8706,8831,8778,8525
8729,8842,8782,8518
8737,8850,8786,8510
8741,8858,8789,8502
8746,8871,8792,8494
8743,8878,8795,8485
8756,8884,8797,8477
8761,8891,8799,8468
8783,8899,8801,8460
8808,8909,8803,8453
8833,8920,8804,8446
8847,8931,8804,8439
8871,8943,8804,8432
8878,8948,8803,8425
8882,8947,8801,8418
8884,8936,8800,8410
8905,8928,8799,8402
8932,8922,8798,8394
8952,8917,8800,8386
8946,8909,8802,8379
8938,8905,8803,8371
8891,8899,8804,8364
8844,8886,8805,8357
8837,8871,8805,8350
8863,8861,8807,8344
8883,8852,8807,8338
8926,8850,8807,8332
8954,8844,8807,8325
8960,8837,8806,8319
8983,8830,8802,8312
8991,8822,8796,8305
8978,8815,8791,8299
8983,8809,8786,8290
8982,8797,8781,8282
8976,8780,8774,8275
8995,8763,8768,8267
9041,8741,8762,8260
9072,8720,8756,8252
9082,8696,8751,8243
9036,8672,8746,8233
8928,8648,8740,8223
8828,8624,8735,8211
8748,8602,8730,8200
8688,8586,8727,8189
8649,8578,8725,8179
8698,8576,8726,8171
8732,8574,8726,8163
8716,8571,8723,8155
8676,8568,8720,8147
8657,8570,8719,8140
8618,8571,8717,8131
8595,8574,8713,8122
8592,8582,8713,8114
8637,8593,8714,8105
8682,8599,8715,8098
8704,8606,8716,8089
8714,8609,8715,8080
8745,8613,8717,8071
8720,8611,8717,8061
8680,8607,8717,8050
8636,8609,8716,8040
8539,8618,8715,8031
8449,8626,8713,8022
8376,8637,8711,8015
8327,8651,8709,8007
8305,8670,8701,8000
8337,8695,8694,7994
8365,8719,8686,7988
8419,8741,8681,7982
8471,8762,8674,7975
8497,8784,8666,7968
8529,8804,8660,7962
8558,8824,8654,7955
8581,8842,8646,7948
8602,8856,8635,7940
8666,8873,8622,7933
8730,8889,8609,7926
8785,8900,8598,7919
8829,8909,8586,7912
8833,8917,8572,7904
8826,8917,8559,7896
8807,8914,8545,7888
8774,8910,8532,7880
8744,8907,8521,7873
8729,8906,8511,7867
8726,8905,8500,7862
8765,8905,8486,7856
8822,8909,8473,7851
8875,8919,8461,7846
8944,8934,8450,7841
8998,8942,8438,7837
9001,8945,8422,7831
9008,8948,8404,7826
8998,8950,8388,7820
8992,8952,8375,7815
8990,8945,8359,7810
8991,8936,8344,7804
8998,8930,8329,7799
9022,8927,8312,7794
9039,8912,8294,7789
9035,8892,8272,7784
9038,8872,8253,7778
9010,8852,8234,7773
8984,8832,8215,7768
8966,8811,8196,7764
8928,8790,8176,7759
8885,8767,8157,7755
8848,8746,8138,7750
8818,8732,8120,7745
8767,8717,8102,7740
8756,8708,8088,7736
8749,8701,8074,7732
8765,8697,8060,7728
8817,8695,8046,7724
8900,8695,8034,7721
8948,8691,8020,7718
9006,8684,8005,7715
9061,8671,7989,7711
9063,8652,7971,7706
9050,8632,7955,7700
9011,8617,7940,7695
8946,8597,7925,7690
8896,8579,7910,7685
8857,8567,7895,7680
8750,8555,7881,7675
8676,8550,7869,7670
8608,8546,7858,7665
8531,8542,7844,7660
8452,8539,7831,7655
8432,8547,7823,7651
8422,8552,7814,7647
8409,8562,7806,7643
8378,8565,7795,7638
8384,8565,7784,7634
8406,8562,7775,7631
8437,8540,7766,7627
8490,8514,7757,7624
8554,8489,7748,7621
8598,8462,7736,7616
8635,8435,7721,7612
8650,8402,7706,7607
8649,8376,7688,7601
8607,8347,7670,7595
8561,8316,7651,7590
8520,8277,7633,7584
8505,8228,7616,7578
8482,8184,7599,7572
8505,8153,7587,7568
8552,8119,7574,7564
8586,8081,7561,7560
8612,8044,7545,7555
8636,8012,7531,7550
8677,7981,7515,7545
8690,7948,7497,7539
8705,7916,7480,7532
8689,7884,7462,7526
8704,7846,7445,7519
8671,7799,7425,7512
8607,7758,7405,7505
8520,7719,7384,7497
8350,7686,7365,7490
8125,7642,7347,7482
7917,7596,7331,7475
7762,7561,7318,7469
7643,7539,7306,7463
7607,7529,7299,7459
7660,7527,7294,7458
7708,7527,7290,7456
7726,7514,7283,7454
7686,7493,7276,7451
7607,7469,7270,7448
7494,7446,7263,7443
7441,7424,7256,7440
7375,7405,7250,7436
7349,7394,7245,7433
7399,7388,7245,7433
7454,7383,7244,7432
7472,7366,7241,7429
7529,7356,7238,7428
7596,7350,7236,7427
7649,7348,7234,7426
7640,7344,7230,7424
7587,7337,7228,7423
7553,7326,7226,7420
7523,7318,7224,7417
7501,7305,7223,7413
7479,7300,7225,7410
7450,7296,7229,7408
7424,7287,7230,7406
7437,7285,7232,7403
7413,7280,7235,7401
7435,7286,7241,7400
7504,7299,7247,7401
7478,7307,7252,7400
7365,7305,7255,7399
7246,7310,7260,7397
7176,7314,7264,7396
7089,7311,7268,7394
7070,7323,7275,7393
7096,7343,7284,7393
7122,7366,7295,7394
7114,7382,7304,7394
7092,7389,7312,7394
7080,7395,7321,7393
7082,7407,7331,7392
7160,7423,7342,7391
7219,7433,7352,7390
7299,7447,7363,7390
7350,7452,7371,7388
7403,7447,7378,7388
7389,7434,7384,7386
7377,7415,7390,7385
7342,7397,7395,7384
7318,7376,7402,7383
7326,7358,7409,7382
7353,7346,7417,7381
7396,7332,7424,7381
7471,7332,7433,7382
7545,7328,7440,7383
7559,7316,7445,7383
7592,7300,7451,7383
7605,7284,7456,7383
7576,7263,7460,7382
7576,7238,7464,7381
7591,7217,7468,7381
7581,7193,7470,7380
7582,7170,7473,7379
7557,7146,7477,7380
7502,7118,7479,7379
7483,7085,7479,7378
7466,7054,7480,7377
7422,7032,7479,7376
7439,7020,7482,7376
7419,7012,7485,7377
7320,6997,7486,7376
7225,6983,7488,7376
7109,6972,7492,7376
6995,6961,7493,7375
6896,6954,7497,7376
6870,6950,7503,7378
6860,6951,7508,7380
6877,6960,7514,7384
6953,6969,7521,7388
7032,6980,7529,7393
7075,6985,7534,7397
7077,6991,7539,7401
7107,7000,7545,7405
7057,7000,7549,7408
7003,7000,7554,7411
6965,6999,7560,7414
6947,7007,7565,7418
6920,7012,7570,7421
6878,7026,7575,7425
6857,7045,7581,7429
6795,7065,7585,7433
6750,7090,7590,7437
6757,7114,7594,7441
6797,7146,7599,7446
6864,7177,7605,7450
6957,7213,7610,7455
7040,7254,7615,7460
7060,7286,7618,7462
7084,7316,7619,7465
7071,7343,7620,7466
7040,7369,7619,7468
7032,7399,7619,7470
7036,7428,7622,7472
7046,7456,7623,7473
7055,7487,7625,7475
7076,7520,7627,7477
7100,7552,7625,7478
7122,7582,7624,7479
7135,7609,7623,7479
7151,7643,7622,7479
7158,7680,7621,7479
7169,7712,7621,7479
7175,7744,7619,7479
7216,7772,7618,7479
7276,7798,7617,7479
7362,7825,7617,7480
7445,7850,7618,7480
7532,7876,7618,7480
7601,7894,7618,7480
7645,7913,7614,7479
7685,7934,7609,7477
7734,7950,7602,7474
7791,7964,7595,7471
7817,7975,7588,7468
7861,7985,7581,7465
7892,7993,7575,7463
7915,8000,7567,7459
7911,8005,7560,7454
7925,8008,7555,7452
7934,8011,7548,7449
7949,8017,7542,7447
7949,8011,7535,7444
7960,8011,7527,7442
7962,8008,7520,7440
7993,8002,7511,7439
8032,7991,7502,7437
8061,7980,7493,7435
8093,7968,7484,7433
8112,7957,7476,7432
8079,7941,7465,7430
8030,7924,7453,7427
7995,7911,7441,7425
7972,7897,7428,7423
7948,7882,7416,7421
7966,7871,7406,7420
8015,7862,7397,7419
8047,7847,7388,7417
8058,7829,7379,7415
8085,7815,7372,7413
8075,7798,7363,7410
8043,7777,7354,7407
8033,7754,7345,7405
8036,7734,7338,7403
8017,7721,7331,7401
8022,7710,7326,7399
8032,7700,7321,7398
7984,7680,7315,7397
7945,7662,7309,7395
7926,7645,7304,7394
7880,7627,7299,7393
7798,7605,7293,7391
7764,7589,7290,7391
7702,7573,7286,7391
7651,7553,7282,7390
7623,7537,7279,7390
7627,7521,7278,7391
7643,7505,7275,7390
7670,7493,7273,7391
7667,7478,7271,7392
7663,7461,7268,7392
7658,7441,7266,7393
7610,7420,7263,7392
7564,7406,7259,7392
7543,7394,7257,7393
7527,7381,7255,7394
7502,7363,7253,7394
7489,7342,7253,7396
7486,7325,7254,7398
7524,7309,7255,7400
7547,7293,7257,7402
7581,7275,7259,7404
7592,7263,7262,7407
7604,7248,7265,7409
7560,7227,7266,7411
7525,7207,7267,7412
7466,7191,7268,7414
7440,7183,7271,7416
7412,7174,7273,7418
7371,7169,7275,7420
7338,7157,7278,7422
7291,7146,7281,7425
7255,7132,7284,7428
7225,7117,7288,7430
7201,7108,7292,7434
7164,7098,7296,7437
7149,7097,7301,7441
7135,7095,7305,7445
7146,7095,7307,7449
7165,7100,7310,7454
7182,7106,7313,7458
7191,7113,7317,7462
7141,7117,7320,7465
7077,7113,7322,7468
7033,7112,7323,7471
6999,7107,7325,7474
6970,7106,7327,7477
7015,7112,7331,7482
7024,7117,7334,7486
7032,7118,7335,7491
7036,7118,7335,7495
7077,7120,7337,7499
7111,7112,7338,7504
7161,7107,7339,7508
7213,7101,7341,7512
7223,7094,7342,7516
7199,7090,7343,7519
7136,7084,7343,7521
7070,7080,7342,7524
7005,7076,7342,7526
6982,7077,7343,7529
6997,7084,7344,7533
7034,7093,7346,7537
7092,7105,7348,7541
7153,7120,7349,7546
7213,7135,7350,7551
7244,7147,7350,7555
7265,7159,7350,7559
7255,7167,7349,7563
7234,7173,7349,7567
7190,7179,7350,7570
7149,7185,7351,7574
7113,7194,7353,7579
7099,7205,7357,7584
7074,7215,7361,7588
7064,7229,7366,7594
7052,7242,7371,7600
7016,7253,7377,7606
6968,7263,7383,7612
6925,7273,7389,7618
6895,7285,7394,7625
6899,7300,7401,7631
6940,7319,7409,7639
6996,7335,7418,7646
7066,7351,7427,7654
7119,7369,7434,7662
7161,7383,7441,7668
7192,7396,7446,7674
7221,7410,7450,7679
7270,7423,7453,7685
7331,7443,7457,7690
7374,7460,7460,7696
7427,7477,7464,7701
7461,7493,7468,7705
7471,7503,7470,7709
7477,7514,7472,7713
7474,7525,7475,7716
7478,7533,7478,7719
7482,7541,7481,7722
7486,7549,7484,7726
7490,7557,7486,7729
7492,7565,7489,7731
7469,7572,7492,7733
7451,7579,7496,7736
7422,7586,7499,7738
7401,7593,7501,7741
7399,7599,7504,7742
7409,7605,7506,7744
7396,7607,7509,7745
7389,7608,7512,7746
7397,7609,7516,7747
7399,7610,7519,7749
7402,7610,7521,7750
7451,7614,7524,7753
7500,7616,7528,7756
7564,7613,7532,7758
7624,7608,7536,7760
7680,7603,7540,7763
7717,7592,7542,7764
7751,7575,7546,7765
7756,7555,7548,7767
7760,7535,7549,7769
7761,7515,7551,7771
7749,7495,7553,7773
7744,7477,7556,7775
7736,7457,7557,7778
7718,7440,7559,7779
7713,7424,7562,7780
7713,7407,7564,7782
7709,7392,7565,7784
7705,7376,7567,7786
7693,7356,7570,7788
7666,7336,7571,7790
7614,7317,7573,7792
7555,7297,7575,7794
7500,7278,7578,7796
7467,7262,7581,7798
7439,7245,7586,7800
7441,7233,7591,7803
7435,7230,7597,7806
7420,7229,7603,7808
7388,7228,7607,7810
7356,7227,7610,7812
7317,7229,7614,7814
7259,7236,7618,7817
7214,7245,7623,7820
7187,7255,7628,7823
7154,7266,7633,7826
7137,7279,7639,7829
7159,7298,7647,7832
7170,7315,7654,7836
7190,7331,7661,7839
7213,7349,7669,7842
7219,7369,7676,7845
7236,7386,7684,7848
7248,7402,7689,7852
7215,7415,7694,7855
7190,7428,7699,7859
7174,7440,7705,7863
7138,7447,7710,7867
7115,7457,7715,7872
7127,7471,7722,7877
7119,7489,7729,7882
7112,7506,7735,7887
7155,7523,7743,7893
7208,7542,7752,7898
7261,7562,7759,7903
7330,7587,7768,7909
7417,7610,7778,7914
7471,7624,7784,7919
7513,7634,7791,7923
7547,7645,7797,7927
7592,7658,7804,7932
7615,7667,7810,7935
7629,7675,7816,7938
7634,7680,7822,7941
7642,7684,7829,7944
7651,7683,7835,7946
7678,7685,7842,7949
7686,7686,7848,7952
7692,7691,7855,7956
7696,7694,7861,7959
7688,7693,7868,7963
7645,7689,7875,7966
7603,7690,7882,7969
7578,7695,7889,7972
7550,7700,7896,7976
7553,7707,7902,7979
7568,7716,7908,7983
7596,7731,7916,7988
7626,7744,7923,7992
7676,7757,7931,7996
7706,7766,7937,8000
7734,7776,7943,8004
7757,7789,7949,8007
7763,7799,7954,8011
7756,7805,7957,8014
7759,7810,7960,8017
7764,7816,7963,8020
7781,7821,7967,8024
7788,7826,7972,8027
7784,7833,7973,8029
7739,7833,7974,8032
7721,7837,7976,8034
7696,7841,7978,8036
7698,7848,7980,8038
7700,7857,7981,8041
7714,7872,7981,8043
7701,7881,7980,8045
7707,7891,7979,8047
7720,7898,7978,8050
7736,7904,7978,8052
7769,7907,7980,8055
7811,7914,7982,8057
7853,7916,7984,8059
7870,7915,7984,8061
7890,7914,7984,8063
7907,7914,7986,8065
7927,7914,7985,8068
7944,7911,7985,8070
7953,7909,7986,8073
7963,7910,7988,8075
7975,7909,7991,8078
7971,7907,7993,8080
7943,7904,7995,8082
7929,7897,7998,8084
7926,7889,8000,8087
7897,7880,7999,8089
7891,7876,8000,8091
7904,7873,8003,8094
7915,7869,8005,8096
7930,7864,8007,8098
7969,7863,8009,8101
7987,7857,8011,8103
7995,7857,8012,8105
7998,7858,8014,8108
7979,7855,8014,8110
7928,7853,8014,8113
7895,7853,8015,8115
7856,7854,8015,8118
7825,7856,8014,8121
7798,7862,8013,8125
7810,7873,8014,8129
7811,7884,8014,8133
7824,7896,8016,8136
7833,7908,8017,8140
7862,7925,8018,8144
7876,7940,8018,8148
7890,7956,8019,8151
7904,7969,8018,8155
7884,7984,8018,8158
7841,7997,8017,8162
7803,8013,8016,8165
7785,8030,8014,8169
7755,8045,8013,8172
7760,8067,8014,8176
7774,8090,8017,8181
7790,8106,8020,8185
7777,8119,8022,8189
7809,8135,8025,8193
7847,8151,8029,8195
7877,8169,8032,8198
7913,8183,8036,8200
7964,8200,8040,8203
7974,8208,8042,8206
7988,8215,8045,8208
8022,8222,8047,8211
8048,8226,8049,8213
8075,8229,8051,8216
8110,8234,8054,8219
8140,8237,8056,8221
8174,8232,8057,8223
8212,8225,8059,8226
8247,8219,8060,8228
8265,8213,8060,8230
8285,8208,8060,8232
8292,8191,8058,8234
8314,8169,8057,8235
8332,8146,8055,8236
8358,8125,8056,8238
8381,8103,8057,8240
8399,8084,8058,8242
8357,8064,8057,8243
8321,8047,8056,8245
8295,8031,8056,8246
8268,8012,8055,8248
8252,7994,8055,8250
8255,7985,8056,8252
8259,7972,8058,8255
8247,7961,8059,8257
8228,7951,8061,8258
8194,7946,8062,8260
8169,7944,8063,8261
8138,7944,8064,8264
8128,7945,8066,8266
8122,7948,8068,8269
8079,7946,8071,8272
8043,7941,8074,8276
8020,7939,8077,8279
7989,7938,8080,8283
7967,7938,8082,8286
7930,7944,8085,8291
7878,7950,8089,8296
7809,7952,8092,8300
7732,7957,8094,8305
7655,7958,8096,8309
7648,7968,8100,8315
7682,7981,8105,8321
7737,7997,8110,8328
7797,8009,8115,8334
7832,8016,8121,8341
7858,8021,8126,8347
7885,8021,8130,8352
7871,8019,8132,8357
7874,8021,8134,8362
7904,8025,8137,8367
7968,8025,8142,8372
8010,8024,8145,8376
8088,8026,8150,8381
8149,8022,8155,8386
8205,8017,8160,8390
8192,8004,8162,8394
8147,7992,8165,8397
8109,7977,8167,8400
8089,7962,8168,8403
8066,7951,8170,8406
8068,7946,8174,8410
8097,7948,8179,8414
8100,7949,8182,8419
8099,7947,8185,8422
8084,7947,8187,8426
8071,7949,8190,8430
8063,7950,8192,8434
8076,7955,8196,8439
8048,7957,8198,8443
8007,7962,8203,8448
7968,7965,8207,8453
7921,7969,8211,8458
7873,7974,8215,8464
7866,7982,8221,8469
7882,7995,8229,8475
7885,8009,8237,8482
7903,8024,8245,8488
7909,8036,8251,8494
7879,8044,8257,8500
7856,8052,8263,8507
7841,8061,8271,8513
7823,8069,8277,8520
7797,8078,8283,8526
7792,8097,8291,8533
7808,8115,8298,8540
7845,8133,8306,8548
7884,8151,8314,8555
7943,8171,8323,8562
8001,8190,8331,8569
8048,8203,8339,8575
8082,8216,8345,8581
8110,8227,8351,8588
8134,8237,8357,8593
8158,8249,8360,8599
8170,8258,8362,8606
8172,8267,8363,8612
8172,8274,8365,8618
8188,8281,8367,8625
8198,8286,8369,8631
8207,8292,8372,8638
8229,8301,8375,8644
8250,8310,8378,8651
8247,8316,8381,8657
8235,8321,8384,8664
8224,8324,8387,8670
8197,8325,8390,8676
8173,8325,8393,8682
8158,8326,8396,8687
8197,8327,8400,8693
8234,8327,8404,8700
8275,8331,8409,8706
8320,8329,8413,8713
8355,8328,8417,8719
8352,8321,8420,8724
8338,8315,8423,8729
8343,8312,8427,8734
8337,8307,8430,8738
8343,8299,8434,8743
8354,8289,8437,8747
8375,8286,8441,8751
8387,8283,8444,8754
8391,8281,8448,8758
8396,8282,8452,
8377,8282,8454,
8375,8282,8456,
8374,8282,8458,
8390,8285,8460,
8397,8284,8463,
8411,8286,8467,
8402,8289,8470,
8373,8290,8474,
8339,8290,8477,
8305,8289,8481,
8271,8289,8486,
8242,8289,8491,
8232,8292,8497,
8199,8294,8503,
8173,8299,8509,
8160,8305,8516,
8159,8314,8523,
8165,8323,8529,
8188,8336,8537,
8178,8349,8546,
8164,8362,8553,
8165,8376,8560,
8165,8389,8567,
8181,8402,8574,
8241,8418,8583,
8309,8433,8591,
8353,8444,8597,
8385,8456,8603,
8412,8463,8608,
8412,8469,8612,
8404,8473,8616,
8412,8478,8620,
8422,8485,8625,
8421,8491,8629,
8423,8498,8634,
8426,8506,8638,
8402,8512,8642,
8383,8518,8646,
8365,8523,8650,
8365,8531,8655,
8368,8532,8660,
8396,8529,8665,
8420,8526,8671,
8453,8526,8676,
8474,8525,8682,
8500,8525,8688,
8530,8525,8693,
8560,8524,8699,
8584,8524,8705,
8592,8525,8712,
8589,8526,8717,
8574,8524,8722,
8564,8519,8727,
8546,8518,8732,
8546,8518,8737,
8555,8519,8744,
8554,8521,8750,
8559,8523,8756,
8577,8524,8763,
8590,8524,8770,
8600,8526,8776,
8615,8531,8783,
8620,8534,8790,
8616,8536,8796,
8619,8540,8801,
8583,8541,8807,
8507,8545,8812,
8435,8547,8818,
8384,8550,8824,
8331,8554,8830,
8325,8562,8838,
8372,8573,8850,
8406,8583,8861,
8440,8592,8872,
8474,8602,8883,
8504,8612,8893,
8519,8621,8903,
8527,8631,8914,
8543,8640,8924,
8547,8650,8934,
8549,8660,8943,
8560,8670,8953,
8588,8683,8963,
8584,8692,8971,
8584,8704,8979,
8594,8715,8987,
8611,8724,8995,
8627,8732,9004,
8649,8743,9012,
8682,8756,9020,
8690,8765,9028,
8699,8773,9035,
8697,8780,9041,
8702,8789,9046,
8704,8796,9052,
8711,8805,9056,
8677,8805,9060,
8653,8810,9064,
8633,8814,9068,
8619,8815,,
8622,8820,,
8660,8829,,
8692,8839,,
8729,8847,,
8763,8854,,
8792,8859,,
8815,8861,,
8839,8864,,
8857,8867,,
8871,8869,,
8881,8870,,
8882,8870,,
8882,8872,,
8885,8871,,
8897,8873,,
8895,8877,,
8904,8882,,
8917,8889,,
8928,8897,,
8922,8902,,
8930,8909,,
8896,8915,,
8875,8921,,
8853,8926,,
8820,8933,,
8801,8940,,
8817,8955,,
8830,8968,,
8830,8980,,
8854,8995,,
8855,9007,,
8853,9020,,
8842,9034,,
8851,9047,,
8850,9057,,
8857,9068,,
8870,9080,,
8884,9090,,
8879,9102,,
8895,9113,,
8923,9127,,
8953,9143,,
8985,9160,,
9041,9180,,
9072,9197,,
9088,9211,,
9100,9226,,
9109,9239,,
9106,9253,,
9108,9266,,
9119,9280,,
9135,9295,,
9157,9308,,
9174,9316,,
9188,9323,,
9199,9330,,
9210,9339,,
9229,9347,,
9233,9353,,
9229,9360,,
9222,9365,,
9209,9371,,
9180,9371,,
9181,9371,,
9187,9375,,
9211,9373,,
9254,9370,,
9303,9368,,
9347,9363,,
9396,,,
9429,,,
9447,,,
9460,,,
9479,,,
9486,,,
9501,,,
9518,,,
9521,,,
9482,,,
9452,,,
9420,,,
9395,,,
9392,,,
9399,,,
9408,,,
9408,,,
9404,,,
9368,,,
9341,,,
9321,,,
9268,,,
9204,,,
9164,,,
9132,,,
